mode,winner,started_at
single_player,Computer,2025-11-18T19:05:12.719374

move_no,player,row,col,elapsed_seconds,good_move,missed_win,missed_block,weak_edge,low_value,risky_move,forced_move
1,black,0,14,6,0,0,0,1,0,0,0
2,white,0,12,7,0,0,0,0,0,0,0
3,black,2,14,10,0,0,0,1,0,0,0
4,white,0,10,11,0,0,0,0,0,0,0
5,black,1,13,14,0,0,0,0,1,1,0
6,white,0,9,14,0,0,0,0,0,0,0
7,black,1,12,18,0,0,0,0,0,0,0
8,white,0,11,19,0,0,0,0,0,0,0
9,black,0,13,20,1,0,0,0,0,0,1
10,white,0,8,21,0,0,0,0,0,0,0
