mode,winner,started_at
single_player,You,2025-11-18T23:06:03.245021

move_no,player,row,col,elapsed_seconds,good_move,missed_win,missed_block,weak_edge,low_value,risky_move,forced_move
1,black,4,5,3,0,0,0,0,0,0,0
2,white,3,7,5,0,0,0,0,0,0,0
3,black,4,6,5,0,0,0,0,0,0,0
4,white,5,4,6,0,0,0,0,0,0,0
5,black,4,7,9,0,0,0,0,0,0,0
6,white,3,5,10,0,0,0,0,0,0,0
7,black,4,8,10,0,0,0,0,0,0,0
8,white,4,4,11,0,0,0,0,0,0,0
9,black,4,9,12,1,0,0,0,0,0,0
