mode,winner,started_at
single_player,You,2025-11-18T23:00:49.596210

move_no,player,row,col,elapsed_seconds,good_move,missed_win,missed_block,weak_edge,low_value,risky_move,forced_move
1,black,7,6,2,0,0,0,0,0,0,0
2,white,5,6,3,0,0,0,0,0,0,0
3,black,7,7,6,0,0,0,0,0,0,0
4,white,3,4,7,0,0,0,0,0,0,0
5,black,7,8,7,0,0,0,0,0,0,0
6,white,1,2,8,0,0,0,0,0,0,0
7,black,7,9,8,0,0,0,0,0,0,0
8,white,7,5,9,0,0,0,0,0,0,0
9,black,7,10,17,1,0,0,0,0,0,0
