mode,winner,started_at
single_player,You,2025-11-18T13:03:33.257113

move_no,player,row,col,elapsed_seconds,good_move,missed_win,missed_block,weak_edge,low_value,risky_move,forced_move
1,black,7,7,5,0,0,0,0,0,0,0
2,white,6,8,7,0,0,0,0,0,0,0
3,black,5,5,9,0,0,0,0,0,0,0
4,white,6,6,12,0,0,0,0,0,0,0
5,black,3,7,14,0,0,0,0,0,0,0
6,white,6,7,18,0,0,0,0,0,0,0
7,black,2,5,20,0,0,0,0,0,0,0
8,white,6,9,24,0,0,0,0,0,0,0
9,black,6,5,25,0,0,0,0,0,0,0
10,white,6,10,27,1,0,0,0,0,0,0
