mode,winner,started_at
single_player,You,2025-11-18T23:11:31.048659

move_no,player,row,col,elapsed_seconds,good_move,missed_win,missed_block,weak_edge,low_value,risky_move,forced_move
1,black,8,1,4,0,0,0,0,0,0,0
2,white,6,1,5,0,0,0,0,0,0,0
3,black,8,2,5,0,0,0,0,0,0,0
4,white,4,1,6,0,0,0,0,0,0,0
5,black,8,3,6,0,0,0,0,0,0,0
6,white,2,1,7,0,0,0,0,0,0,0
7,black,8,4,7,0,0,0,0,0,0,0
8,white,8,0,8,0,0,0,0,0,0,0
9,black,8,5,8,1,0,0,0,0,0,0
