mode,winner,started_at
single_player,You,2025-11-18T23:11:55.099251

move_no,player,row,col,elapsed_seconds,good_move,missed_win,missed_block,weak_edge,low_value,risky_move,forced_move
1,black,3,8,1,0,0,0,0,0,0,0
2,white,1,6,4,0,0,0,0,0,0,0
3,black,3,9,4,0,0,0,0,0,0,0
4,white,0,6,7,0,0,0,0,0,0,0
5,black,3,10,8,0,0,0,0,0,0,0
6,white,0,4,10,0,0,0,0,0,0,0
7,black,3,11,10,0,0,0,0,0,0,0
8,white,3,7,11,0,0,0,0,0,0,0
9,black,3,12,12,1,0,0,0,0,0,0
